6179:669,15914,14237,965,8009,7029,5363,1161,4173,4034
26636:96,17,302,654,76,616,58,8,866,84
2363:8276,17,1424,530,2185,5542,6011,2953,1567,1866
5884:855,19197,398,17,803,493,268,2937,1822,2140
13535:8,189,4755,18903,14237,2917,4034,4536,27070,17
39707:669,813,17,302,654,76,616,58,8,866
32355:866,17,302,654,76,616,58,8,84,29
7558:168,2318,17,45,1243,2953,3522,15914,3028,4627
18686:2614,11626,669,944,3,2512,1832,813,500,2139
5207:17,614,7029,5582,388,4204,4048,221,2416,2944
48260:3367,17,302,654,76,616,58,8,866,84
42790:6141,17,302,654,76,616,58,8,866,84
6520:13501,834,5048,10041,1462,698,1527,402,124,322
29825:25022,17,302,654,76,616,58,8,866,84
26001:698,813,1243,3148,3847,2312,6901,11223,17,302
29138:1243,17,302,654,76,616,58,8,866,84
43598:17,302,654,76,616,58,8,866,84,29
5018:654,692,2172,86,73,303,66,754,2018,5575
27912:8,14237,5582,1243,17,302,654,76,616,58
3929:6249,81,1231,3231,1527,4904,944,3,496,2512
5722:1217,17,803,493,268,2937,1231,3231,1624,1960
27923:301,5582,2917,17,302,654,76,616,58,8
11979:17,15914,813,1589,1592,546,254,65,2139,226
590:11108,2073,654,1762,431,891,398,73,1187,2162
21469:14202,17,363,1190,326,182,736,236,1243,7029
17897:2059,76,1424,530,2185,5542,6011,2953,4996,1567
1890:990,302,674,18903,1890,409,430,2018,5575,633
14040:285,17,2917,3028,3522,4627,4828,13863,13523,13386
6301:901,17,1424,530,2185,5542,6011,2953,4996,1567
14737:71420,17,7029,5363,3599,2848,366,361,302,654
20438:2848,1243,813,17,302,654,76,616,58,8
20628:17,1762,431,891,398,1187,2162,3223,4414,1305
4281:901,322,10930,17,1424,530,2185,5542,6011,2953
40226:669,15914,5612,17,302,654,76,616,58,8
33884:669,813,128,27874,20320,19962,19826,19696,19197,19089
10133:6503,17,302,654,76,616,58,8,866,84
500:17,409,15,518,3448,650,61,29,45,84
32191:81,1243,17,302,654,76,616,58,8,866
5120:17,4627,3028,2917,965,3522,4993,482,1451,4907
25471:4021,965,2917,2307,5048,17,302,654,76,616
8552:811,17,302,654,76,616,58,8,866,84
14554:2668,17,1313,1342,1372,2687,2917,1243,594,189
15495:5567,17,4904,194,2233,2302,1987,2193,496,1499
5147:654,692,2172,86,73,303,66,754,2018,5575
12739:226,25910,3376,6589,9800,10492,18447,15484,15398,396
11962:9354,17,302,654,76,616,58,8,866,84
14386:8,1243,813,17,302,654,76,616,58,866
25614:9354,813,3704,4825,4357,7422,2110,1352,9581,605
21933:1730,224,6527,7585,9572,1044,1784,10600,352,5097
8810:709,17,1231,3231,4904,496,199,40,486,650
51023:1030,1884,17,302,654,76,616,58,8,866
16474:17,1424,530,2185,5542,6011,2953,4996,1567,1866
41975:17,302,654,76,616,58,8,866,84,29
25666:17,9311,273,190,162,6,6766,10075,12872,302
6420:301,813,1243,5363,4173,1845,2685,2318,2155,3955
49926:1651,14047,10785,10491,8546,7711,6673,6451,6009,5820
1209:28541,1218,224,5567,1508,1558,6793,2030,1987,1471
14793:81,4173,2917,17,302,654,76,616,58,8
14568:5214,2139,4627,3522,3028,1592,40,500,262,2265
19032:224,944,3,2512,1832,813,500,2139,2917,131
2038:17,1243,8009,813,8881,11,302,654,76,616
8862:5048,908,239,965,179,146,361,1126,363,542
41888:75131,17,302,654,76,616,58,8,866,84
10655:17,1476,554,3234,787,1462,363,245,1187,2162
6594:698,754,1762,1744,1187,2162,500,2139,6387,1913
30354:29686,17,813,5495,15524,302,654,76,616,58
1288:67016,17,5582,2917,7446,22308,20195,19696,17265,15507
21794:749,17,1001,1243,1475,5542,2618,4813,5287,2337
31578:698,4173,1243,813,17,302,654,76,616,58
5458:226,2557,8873,1205,1886,1243,2733,2200,1987,1119
18005:35486,17,302,654,76,616,58,8,866,84
9827:17,131,302,3223,4414,1305,179,495,1086,1476
45741:301,1243,17,302,654,76,616,58,8,866
6641:8276,1382,10930,17,1614,1693,1357,999,1403,1140
14034:11808,22365,21380,16188,16107,14960,13863,13599,13400,12217
7707:18867,76,1424,530,2185,5542,2953,4996,1567,1866
15654:81,827,1161,17,302,654,76,616,58,8
47423:17,14237,1243,6024,3628,7909,1109,834,674,131
8935:55062,302,2548,4967,1065,2955,2233,774,1890,813
4407:866,1424,530,2185,6011,2953,4996,1567,1866,3711
28988:28223,17,302,654,76,616,58,8,866,84
25853:17395,224,17,302,654,76,616,58,8,866
43956:224,1243,17,302,654,76,616,58,8,866
7742:1021,354,3628,302,86,4174,4904,194,892,2233
10807:18143,2387,58829,17,1127,1243,581,521,2956,3017
21774:2031,8873,7048,6901,1435,17,302,654,76,616
30626:17,1243,302,654,76,616,58,8,866,84
18417:302,495,1476,3223,4414,179,1086,1549,3234,199
1518:65,17,114,103,1023,813,2917,931,1382,901
27225:17,1231,3231,4904,496,199,40,486,650,1050
29943:301,4173,1243,565,17,302,654,76,616,58
15534:33280,224,17,302,654,76,616,58,8,866
15352:888,17,692,2172,86,73,303,66,754,2018
14422:669,17,302,654,76,616,58,8,866,84
32871:3307,5582,13074,1126,4113,4032,3563,3304,2657,2372
9891:866,1762,431,891,398,1187,2162,692,2172,86
18182:301,1890,813,430,2018,633,5575,4919,4904,194
9840:11991,81,4627,3028,3522,17,302,654,76,616
47470:17,302,654,76,616,58,8,866,84,29
6587:14202,17,1231,3231,1624,1960,490,3304,4967,2944
24269:224,1890,430,2018,633,5575,4919,4904,194,690
228:650,17,596,10039,1578,97,3231,289,358,6535
37358:17,7010,2059,454,65,302,654,76,616,58
22546:3704,5575,3223,4414,1305,179,1937,495,1086,1476
23959:17,1424,530,2185,5542,6011,2953,4996,1567,1866
35241:710,17,302,654,76,616,58,8,866,84
13025:301,1243,17,302,654,76,616,58,8,866
5089:116,17,14617,542,518,94,182,76,61,162
27431:533,17,902,2268,2338,813,86,5998,4904,496
